"","Admit","Gender","Dept"
"3.48","Admitted","Female","A"
"3.49","Admitted","Female","A"
"3.50","Admitted","Female","A"
"3.51","Admitted","Female","A"
"3.52","Admitted","Female","A"
"3.53","Admitted","Female","A"
"3.54","Admitted","Female","A"
"3.55","Admitted","Female","A"
"3.56","Admitted","Female","A"
"3.57","Admitted","Female","A"
"3.58","Admitted","Female","A"
"3.59","Admitted","Female","A"
"3.60","Admitted","Female","A"
"3.61","Admitted","Female","A"
"3.62","Admitted","Female","A"
"3.63","Admitted","Female","A"
"3.64","Admitted","Female","A"
"3.65","Admitted","Female","A"
"3.66","Admitted","Female","A"
"3.67","Admitted","Female","A"
"3.68","Admitted","Female","A"
"3.69","Admitted","Female","A"
"3.70","Admitted","Female","A"
"3.71","Admitted","Female","A"
"3.72","Admitted","Female","A"
"3.73","Admitted","Female","A"
"3.74","Admitted","Female","A"
"3.75","Admitted","Female","A"
"3.76","Admitted","Female","A"
"3.77","Admitted","Female","A"
"3.78","Admitted","Female","A"
"3.79","Admitted","Female","A"
"3.80","Admitted","Female","A"
"3.81","Admitted","Female","A"
"3.82","Admitted","Female","A"
"3.83","Admitted","Female","A"
"3.84","Admitted","Female","A"
"3.85","Admitted","Female","A"
"3.86","Admitted","Female","A"
"3.87","Admitted","Female","A"
"3.88","Admitted","Female","A"
"4","Rejected","Female","A"
"4.1","Rejected","Female","A"
"4.2","Rejected","Female","A"
"4.3","Rejected","Female","A"
"4.4","Rejected","Female","A"
"4.5","Rejected","Female","A"
"4.6","Rejected","Female","A"
"4.7","Rejected","Female","A"
"4.8","Rejected","Female","A"
"4.9","Rejected","Female","A"
"4.10","Rejected","Female","A"
"4.11","Rejected","Female","A"
"4.12","Rejected","Female","A"
"4.13","Rejected","Female","A"
"4.14","Rejected","Female","A"
"4.15","Rejected","Female","A"
"4.16","Rejected","Female","A"
"4.17","Rejected","Female","A"
"4.18","Rejected","Female","A"
"5","Admitted","Male","B"
"5.1","Admitted","Male","B"
"5.2","Admitted","Male","B"
"5.3","Admitted","Male","B"
"5.4","Admitted","Male","B"
"5.5","Admitted","Male","B"
"5.6","Admitted","Male","B"
"5.7","Admitted","Male","B"
"5.8","Admitted","Male","B"
"5.9","Admitted","Male","B"
"5.10","Admitted","Male","B"
"5.11","Admitted","Male","B"
"5.12","Admitted","Male","B"
"5.13","Admitted","Male","B"
"5.14","Admitted","Male","B"
"5.15","Admitted","Male","B"
"5.16","Admitted","Male","B"
"5.17","Admitted","Male","B"
"5.18","Admitted","Male","B"
"5.19","Admitted","Male","B"
"5.20","Admitted","Male","B"
"5.21","Admitted","Male","B"
"5.22","Admitted","Male","B"
"5.23","Admitted","Male","B"
"5.24","Admitted","Male","B"
"5.25","Admitted","Male","B"
"5.26","Admitted","Male","B"
"5.27","Admitted","Male","B"
"5.28","Admitted","Male","B"
"5.29","Admitted","Male","B"
"5.30","Admitted","Male","B"
"5.31","Admitted","Male","B"
"5.32","Admitted","Male","B"
"5.33","Admitted","Male","B"
"5.34","Admitted","Male","B"
"5.35","Admitted","Male","B"
"5.36","Admitted","Male","B"
"5.37","Admitted","Male","B"
"5.38","Admitted","Male","B"
"5.39","Admitted","Male","B"
"5.40","Admitted","Male","B"
"5.41","Admitted","Male","B"
"5.42","Admitted","Male","B"
"5.43","Admitted","Male","B"
"5.44","Admitted","Male","B"
"5.45","Admitted","Male","B"
"5.46","Admitted","Male","B"
"5.47","Admitted","Male","B"
"5.48","Admitted","Male","B"
"5.49","Admitted","Male","B"
"5.50","Admitted","Male","B"
"5.51","Admitted","Male","B"
"5.52","Admitted","Male","B"
"5.53","Admitted","Male","B"
"5.54","Admitted","Male","B"
"5.55","Admitted","Male","B"
"5.56","Admitted","Male","B"
"5.57","Admitted","Male","B"
"5.58","Admitted","Male","B"
"5.59","Admitted","Male","B"
"5.60","Admitted","Male","B"
"5.61","Admitted","Male","B"
"5.62","Admitted","Male","B"
"5.63","Admitted","Male","B"
"5.64","Admitted","Male","B"
"5.65","Admitted","Male","B"
"5.66","Admitted","Male","B"
"5.67","Admitted","Male","B"
"5.68","Admitted","Male","B"
"5.69","Admitted","Male","B"
"5.70","Admitted","Male","B"
"5.71","Admitted","Male","B"
"5.72","Admitted","Male","B"
"5.73","Admitted","Male","B"
"5.74","Admitted","Male","B"
"5.75","Admitted","Male","B"
"5.76","Admitted","Male","B"
"5.77","Admitted","Male","B"
"5.78","Admitted","Male","B"
"5.79","Admitted","Male","B"
"5.80","Admitted","Male","B"
"5.81","Admitted","Male","B"
"5.82","Admitted","Male","B"
"5.83","Admitted","Male","B"
"5.84","Admitted","Male","B"
"5.85","Admitted","Male","B"
"5.86","Admitted","Male","B"
"5.87","Admitted","Male","B"
"5.88","Admitted","Male","B"
"5.89","Admitted","Male","B"
"5.90","Admitted","Male","B"
"5.91","Admitted","Male","B"
"5.92","Admitted","Male","B"
"5.93","Admitted","Male","B"
"5.94","Admitted","Male","B"
"5.95","Admitted","Male","B"
"5.96","Admitted","Male","B"
"5.97","Admitted","Male","B"
"5.98","Admitted","Male","B"
"5.99","Admitted","Male","B"
"5.100","Admitted","Male","B"
"5.101","Admitted","Male","B"
"5.102","Admitted","Male","B"
"5.103","Admitted","Male","B"
"5.104","Admitted","Male","B"
"5.105","Admitted","Male","B"
"5.106","Admitted","Male","B"
"5.107","Admitted","Male","B"
"5.108","Admitted","Male","B"
"5.109","Admitted","Male","B"
"5.110","Admitted","Male","B"
"5.111","Admitted","Male","B"
"5.112","Admitted","Male","B"
"5.113","Admitted","Male","B"
"5.114","Admitted","Male","B"
"5.115","Admitted","Male","B"
"5.116","Admitted","Male","B"
"5.117","Admitted","Male","B"
"5.118","Admitted","Male","B"
"5.119","Admitted","Male","B"
"5.120","Admitted","Male","B"
"5.121","Admitted","Male","B"
"5.122","Admitted","Male","B"
"5.123","Admitted","Male","B"
"5.124","Admitted","Male","B"
"5.125","Admitted","Male","B"
"5.126","Admitted","Male","B"
"5.127","Admitted","Male","B"
"5.128","Admitted","Male","B"
"5.129","Admitted","Male","B"
"5.130","Admitted","Male","B"
"5.131","Admitted","Male","B"
"5.132","Admitted","Male","B"
"5.133","Admitted","Male","B"
"5.134","Admitted","Male","B"
"5.135","Admitted","Male","B"
"5.136","Admitted","Male","B"
"5.137","Admitted","Male","B"
"5.138","Admitted","Male","B"
"5.139","Admitted","Male","B"
"5.140","Admitted","Male","B"
"5.141","Admitted","Male","B"
"5.142","Admitted","Male","B"
"5.143","Admitted","Male","B"
"5.144","Admitted","Male","B"
"5.145","Admitted","Male","B"
"5.146","Admitted","Male","B"
"5.147","Admitted","Male","B"
"5.148","Admitted","Male","B"
"5.149","Admitted","Male","B"
"5.150","Admitted","Male","B"
"5.151","Admitted","Male","B"
"5.152","Admitted","Male","B"
"5.153","Admitted","Male","B"
"5.154","Admitted","Male","B"
"5.155","Admitted","Male","B"
"5.156","Admitted","Male","B"
"5.157","Admitted","Male","B"
"5.158","Admitted","Male","B"
"5.159","Admitted","Male","B"
"5.160","Admitted","Male","B"
"5.161","Admitted","Male","B"
"5.162","Admitted","Male","B"
"5.163","Admitted","Male","B"
"5.164","Admitted","Male","B"
"5.165","Admitted","Male","B"
"5.166","Admitted","Male","B"
"5.167","Admitted","Male","B"
"5.168","Admitted","Male","B"
"5.169","Admitted","Male","B"
"5.170","Admitted","Male","B"
"5.171","Admitted","Male","B"
"5.172","Admitted","Male","B"
"5.173","Admitted","Male","B"
"5.174","Admitted","Male","B"
"5.175","Admitted","Male","B"
"5.176","Admitted","Male","B"
"5.177","Admitted","Male","B"
"5.178","Admitted","Male","B"
"5.179","Admitted","Male","B"
"5.180","Admitted","Male","B"
"5.181","Admitted","Male","B"
"5.182","Admitted","Male","B"
"5.183","Admitted","Male","B"
"5.184","Admitted","Male","B"
"5.185","Admitted","Male","B"
"5.186","Admitted","Male","B"
"5.187","Admitted","Male","B"
"5.188","Admitted","Male","B"
"5.189","Admitted","Male","B"
"5.190","Admitted","Male","B"
"5.191","Admitted","Male","B"
"5.192","Admitted","Male","B"
"5.193","Admitted","Male","B"
"5.194","Admitted","Male","B"
"5.195","Admitted","Male","B"
"5.196","Admitted","Male","B"
"5.197","Admitted","Male","B"
"5.198","Admitted","Male","B"
"5.199","Admitted","Male","B"
"5.200","Admitted","Male","B"
"5.201","Admitted","Male","B"
"5.202","Admitted","Male","B"
"5.203","Admitted","Male","B"
"5.204","Admitted","Male","B"
"5.205","Admitted","Male","B"
"5.206","Admitted","Male","B"
"5.207","Admitted","Male","B"
"5.208","Admitted","Male","B"
"5.209","Admitted","Male","B"
"5.210","Admitted","Male","B"
"5.211","Admitted","Male","B"
"5.212","Admitted","Male","B"
"5.213","Admitted","Male","B"
"5.214","Admitted","Male","B"
"5.215","Admitted","Male","B"
"5.216","Admitted","Male","B"
"5.217","Admitted","Male","B"
"5.218","Admitted","Male","B"
"5.219","Admitted","Male","B"
"5.220","Admitted","Male","B"
"5.221","Admitted","Male","B"
"5.222","Admitted","Male","B"
"5.223","Admitted","Male","B"
"5.224","Admitted","Male","B"
"5.225","Admitted","Male","B"
"5.226","Admitted","Male","B"
"5.227","Admitted","Male","B"
"5.228","Admitted","Male","B"
"5.229","Admitted","Male","B"
"5.230","Admitted","Male","B"
"5.231","Admitted","Male","B"
"5.232","Admitted","Male","B"
"5.233","Admitted","Male","B"
"5.234","Admitted","Male","B"
"5.235","Admitted","Male","B"
"5.236","Admitted","Male","B"
"5.237","Admitted","Male","B"
"5.238","Admitted","Male","B"
"5.239","Admitted","Male","B"
"5.240","Admitted","Male","B"
"5.241","Admitted","Male","B"
"5.242","Admitted","Male","B"
"5.243","Admitted","Male","B"
"5.244","Admitted","Male","B"
"5.245","Admitted","Male","B"
"5.246","Admitted","Male","B"
"5.247","Admitted","Male","B"
"5.248","Admitted","Male","B"
"5.249","Admitted","Male","B"
"5.250","Admitted","Male","B"
"5.251","Admitted","Male","B"
"5.252","Admitted","Male","B"
"5.253","Admitted","Male","B"
"5.254","Admitted","Male","B"
"5.255","Admitted","Male","B"
"5.256","Admitted","Male","B"
"5.257","Admitted","Male","B"
"5.258","Admitted","Male","B"
"5.259","Admitted","Male","B"
"5.260","Admitted","Male","B"
"5.261","Admitted","Male","B"
"5.262","Admitted","Male","B"
"5.263","Admitted","Male","B"
"5.264","Admitted","Male","B"
"5.265","Admitted","Male","B"
"5.266","Admitted","Male","B"
"5.267","Admitted","Male","B"
"5.268","Admitted","Male","B"
"5.269","Admitted","Male","B"
"5.270","Admitted","Male","B"
"5.271","Admitted","Male","B"
"5.272","Admitted","Male","B"
"5.273","Admitted","Male","B"
"5.274","Admitted","Male","B"
"5.275","Admitted","Male","B"
"5.276","Admitted","Male","B"
"5.277","Admitted","Male","B"
"5.278","Admitted","Male","B"
"5.279","Admitted","Male","B"
"5.280","Admitted","Male","B"
"5.281","Admitted","Male","B"
"5.282","Admitted","Male","B"
"5.283","Admitted","Male","B"
"5.284","Admitted","Male","B"
"5.285","Admitted","Male","B"
"5.286","Admitted","Male","B"
"5.287","Admitted","Male","B"
"5.288","Admitted","Male","B"
"5.289","Admitted","Male","B"
"5.290","Admitted","Male","B"
"5.291","Admitted","Male","B"
"5.292","Admitted","Male","B"
"5.293","Admitted","Male","B"
"5.294","Admitted","Male","B"
"5.295","Admitted","Male","B"
"5.296","Admitted","Male","B"
"5.297","Admitted","Male","B"
"5.298","Admitted","Male","B"
"5.299","Admitted","Male","B"
"5.300","Admitted","Male","B"
"5.301","Admitted","Male","B"
"5.302","Admitted","Male","B"
"5.303","Admitted","Male","B"
"5.304","Admitted","Male","B"
"5.305","Admitted","Male","B"
"5.306","Admitted","Male","B"
"5.307","Admitted","Male","B"
"5.308","Admitted","Male","B"
"5.309","Admitted","Male","B"
"5.310","Admitted","Male","B"
"5.311","Admitted","Male","B"
"5.312","Admitted","Male","B"
"5.313","Admitted","Male","B"
"5.314","Admitted","Male","B"
"5.315","Admitted","Male","B"
"5.316","Admitted","Male","B"
"5.317","Admitted","Male","B"
"5.318","Admitted","Male","B"
"5.319","Admitted","Male","B"
"5.320","Admitted","Male","B"
"5.321","Admitted","Male","B"
"5.322","Admitted","Male","B"
"5.323","Admitted","Male","B"
"5.324","Admitted","Male","B"
"5.325","Admitted","Male","B"
"5.326","Admitted","Male","B"
"5.327","Admitted","Male","B"
"5.328","Admitted","Male","B"
"5.329","Admitted","Male","B"
"5.330","Admitted","Male","B"
"5.331","Admitted","Male","B"
"5.332","Admitted","Male","B"
"5.333","Admitted","Male","B"
"5.334","Admitted","Male","B"
"5.335","Admitted","Male","B"
"5.336","Admitted","Male","B"
"5.337","Admitted","Male","B"
"5.338","Admitted","Male","B"
"5.339","Admitted","Male","B"
"5.340","Admitted","Male","B"
"5.341","Admitted","Male","B"
"5.342","Admitted","Male","B"
"5.343","Admitted","Male","B"
"5.344","Admitted","Male","B"
"5.345","Admitted","Male","B"
"5.346","Admitted","Male","B"
"5.347","Admitted","Male","B"
"5.348","Admitted","Male","B"
"5.349","Admitted","Male","B"
"5.350","Admitted","Male","B"
"5.351","Admitted","Male","B"
"5.352","Admitted","Male","B"
"6","Rejected","Male","B"
"6.1","Rejected","Male","B"
"6.2","Rejected","Male","B"
"6.3","Rejected","Male","B"
"6.4","Rejected","Male","B"
"6.5","Rejected","Male","B"
"6.6","Rejected","Male","B"
"6.7","Rejected","Male","B"
"6.8","Rejected","Male","B"
"6.9","Rejected","Male","B"
"6.10","Rejected","Male","B"
"6.11","Rejected","Male","B"
"6.12","Rejected","Male","B"
"6.13","Rejected","Male","B"
"6.14","Rejected","Male","B"
"6.15","Rejected","Male","B"
"6.16","Rejected","Male","B"
"6.17","Rejected","Male","B"
"6.18","Rejected","Male","B"
"6.19","Rejected","Male","B"
"6.20","Rejected","Male","B"
"6.21","Rejected","Male","B"
"6.22","Rejected","Male","B"
"6.23","Rejected","Male","B"
"6.24","Rejected","Male","B"
"6.25","Rejected","Male","B"
"6.26","Rejected","Male","B"
"6.27","Rejected","Male","B"
"6.28","Rejected","Male","B"
"6.29","Rejected","Male","B"
"6.30","Rejected","Male","B"
"6.31","Rejected","Male","B"
"6.32","Rejected","Male","B"
"6.33","Rejected","Male","B"
"6.34","Rejected","Male","B"
"6.35","Rejected","Male","B"
"6.36","Rejected","Male","B"
"6.37","Rejected","Male","B"
"6.38","Rejected","Male","B"
"6.39","Rejected","Male","B"
"6.40","Rejected","Male","B"
"6.41","Rejected","Male","B"
"6.42","Rejected","Male","B"
"6.43","Rejected","Male","B"
"6.44","Rejected","Male","B"
"6.45","Rejected","Male","B"
"6.46","Rejected","Male","B"
"6.47","Rejected","Male","B"
"6.48","Rejected","Male","B"
"6.49","Rejected","Male","B"
"6.50","Rejected","Male","B"
"6.51","Rejected","Male","B"
"6.52","Rejected","Male","B"
"6.53","Rejected","Male","B"
"6.54","Rejected","Male","B"
"6.55","Rejected","Male","B"
"6.56","Rejected","Male","B"
"6.57","Rejected","Male","B"
"6.58","Rejected","Male","B"
"6.59","Rejected","Male","B"
"6.60","Rejected","Male","B"
"6.61","Rejected","Male","B"
"6.62","Rejected","Male","B"
"6.63","Rejected","Male","B"
"6.64","Rejected","Male","B"
"6.65","Rejected","Male","B"
"6.66","Rejected","Male","B"
"6.67","Rejected","Male","B"
"6.68","Rejected","Male","B"
"6.69","Rejected","Male","B"
"6.70","Rejected","Male","B"
"6.71","Rejected","Male","B"
"6.72","Rejected","Male","B"
"6.73","Rejected","Male","B"
"6.74","Rejected","Male","B"
"6.75","Rejected","Male","B"
"6.76","Rejected","Male","B"
"6.77","Rejected","Male","B"
"6.78","Rejected","Male","B"
"6.79","Rejected","Male","B"
"6.80","Rejected","Male","B"
"6.81","Rejected","Male","B"
"6.82","Rejected","Male","B"
"6.83","Rejected","Male","B"
"6.84","Rejected","Male","B"
"6.85","Rejected","Male","B"
"6.86","Rejected","Male","B"
"6.87","Rejected","Male","B"
"6.88","Rejected","Male","B"
"6.89","Rejected","Male","B"
"6.90","Rejected","Male","B"
"6.91","Rejected","Male","B"
"6.92","Rejected","Male","B"
"6.93","Rejected","Male","B"
"6.94","Rejected","Male","B"
"6.95","Rejected","Male","B"
"6.96","Rejected","Male","B"
"6.97","Rejected","Male","B"
"6.98","Rejected","Male","B"
"6.99","Rejected","Male","B"
"6.100","Rejected","Male","B"
"6.101","Rejected","Male","B"
"6.102","Rejected","Male","B"
"6.103","Rejected","Male","B"
"6.104","Rejected","Male","B"
"6.105","Rejected","Male","B"
"6.106","Rejected","Male","B"
"6.107","Rejected","Male","B"
"6.108","Rejected","Male","B"
"6.109","Rejected","Male","B"
"6.110","Rejected","Male","B"
"6.111","Rejected","Male","B"
"6.112","Rejected","Male","B"
"6.113","Rejected","Male","B"
"6.114","Rejected","Male","B"
"6.115","Rejected","Male","B"
"6.116","Rejected","Male","B"
"6.117","Rejected","Male","B"
"6.118","Rejected","Male","B"
"6.119","Rejected","Male","B"
"6.120","Rejected","Male","B"
"6.121","Rejected","Male","B"
"6.122","Rejected","Male","B"
"6.123","Rejected","Male","B"
"6.124","Rejected","Male","B"
"6.125","Rejected","Male","B"
"6.126","Rejected","Male","B"
"6.127","Rejected","Male","B"
"6.128","Rejected","Male","B"
"6.129","Rejected","Male","B"
"6.130","Rejected","Male","B"
"6.131","Rejected","Male","B"
"6.132","Rejected","Male","B"
"6.133","Rejected","Male","B"
"6.134","Rejected","Male","B"
"6.135","Rejected","Male","B"
"6.136","Rejected","Male","B"
"6.137","Rejected","Male","B"
"6.138","Rejected","Male","B"
"6.139","Rejected","Male","B"
"6.140","Rejected","Male","B"
"6.141","Rejected","Male","B"
"6.142","Rejected","Male","B"
"6.143","Rejected","Male","B"
"6.144","Rejected","Male","B"
"6.145","Rejected","Male","B"
"6.146","Rejected","Male","B"
"6.147","Rejected","Male","B"
"6.148","Rejected","Male","B"
"6.149","Rejected","Male","B"
"6.150","Rejected","Male","B"
"6.151","Rejected","Male","B"
"6.152","Rejected","Male","B"
"6.153","Rejected","Male","B"
"6.154","Rejected","Male","B"
"6.155","Rejected","Male","B"
"6.156","Rejected","Male","B"
"6.157","Rejected","Male","B"
"6.158","Rejected","Male","B"
"6.159","Rejected","Male","B"
"6.160","Rejected","Male","B"
"6.161","Rejected","Male","B"
"6.162","Rejected","Male","B"
"6.163","Rejected","Male","B"
"6.164","Rejected","Male","B"
"6.165","Rejected","Male","B"
"6.166","Rejected","Male","B"
"6.167","Rejected","Male","B"
"6.168","Rejected","Male","B"
"6.169","Rejected","Male","B"
"6.170","Rejected","Male","B"
"6.171","Rejected","Male","B"
"6.172","Rejected","Male","B"
"6.173","Rejected","Male","B"
"6.174","Rejected","Male","B"
"6.175","Rejected","Male","B"
"6.176","Rejected","Male","B"
"6.177","Rejected","Male","B"
"6.178","Rejected","Male","B"
"6.179","Rejected","Male","B"
"6.180","Rejected","Male","B"
"6.181","Rejected","Male","B"
"6.182","Rejected","Male","B"
"6.183","Rejected","Male","B"
"6.184","Rejected","Male","B"
"6.185","Rejected","Male","B"
"6.186","Rejected","Male","B"
"6.187","Rejected","Male","B"
"6.188","Rejected","Male","B"
"6.189","Rejected","Male","B"
"6.190","Rejected","Male","B"
"6.191","Rejected","Male","B"
"6.192","Rejected","Male","B"
"6.193","Rejected","Male","B"
"6.194","Rejected","Male","B"
"6.195","Rejected","Male","B"
"6.196","Rejected","Male","B"
"6.197","Rejected","Male","B"
"6.198","Rejected","Male","B"
"6.199","Rejected","Male","B"
"6.200","Rejected","Male","B"
"6.201","Rejected","Male","B"
"6.202","Rejected","Male","B"
"6.203","Rejected","Male","B"
"6.204","Rejected","Male","B"
"6.205","Rejected","Male","B"
"6.206","Rejected","Male","B"
"7","Admitted","Female","B"
"7.1","Admitted","Female","B"
"7.2","Admitted","Female","B"
"7.3","Admitted","Female","B"
"7.4","Admitted","Female","B"
"7.5","Admitted","Female","B"
"7.6","Admitted","Female","B"
"7.7","Admitted","Female","B"
"7.8","Admitted","Female","B"
"7.9","Admitted","Female","B"
"7.10","Admitted","Female","B"
"7.11","Admitted","Female","B"
"7.12","Admitted","Female","B"
"7.13","Admitted","Female","B"
"7.14","Admitted","Female","B"
"7.15","Admitted","Female","B"
"7.16","Admitted","Female","B"
"8","Rejected","Female","B"
"8.1","Rejected","Female","B"
"8.2","Rejected","Female","B"
"8.3","Rejected","Female","B"
"8.4","Rejected","Female","B"
"8.5","Rejected","Female","B"
"8.6","Rejected","Female","B"
"8.7","Rejected","Female","B"
"9","Admitted","Male","C"
"9.1","Admitted","Male","C"
"9.2","Admitted","Male","C"
"9.3","Admitted","Male","C"
"9.4","Admitted","Male","C"
"9.5","Admitted","Male","C"
"9.6","Admitted","Male","C"
"9.7","Admitted","Male","C"
"9.8","Admitted","Male","C"
"9.9","Admitted","Male","C"
"9.10","Admitted","Male","C"
"9.11","Admitted","Male","C"
"9.12","Admitted","Male","C"
"9.13","Admitted","Male","C"
"9.14","Admitted","Male","C"
"9.15","Admitted","Male","C"
"9.16","Admitted","Male","C"
"9.17","Admitted","Male","C"
"9.18","Admitted","Male","C"
"9.19","Admitted","Male","C"
"9.20","Admitted","Male","C"
"9.21","Admitted","Male","C"
"9.22","Admitted","Male","C"
"9.23","Admitted","Male","C"
"9.24","Admitted","Male","C"
"9.25","Admitted","Male","C"
"9.26","Admitted","Male","C"
"9.27","Admitted","Male","C"
"9.28","Admitted","Male","C"
"9.29","Admitted","Male","C"
"9.30","Admitted","Male","C"
"9.31","Admitted","Male","C"
"9.32","Admitted","Male","C"
"9.33","Admitted","Male","C"
"9.34","Admitted","Male","C"
"9.35","Admitted","Male","C"
"9.36","Admitted","Male","C"
"9.37","Admitted","Male","C"
"9.38","Admitted","Male","C"
"9.39","Admitted","Male","C"
"9.40","Admitted","Male","C"
"9.41","Admitted","Male","C"
"9.42","Admitted","Male","C"
"9.43","Admitted","Male","C"
"9.44","Admitted","Male","C"
"9.45","Admitted","Male","C"
"9.46","Admitted","Male","C"
"9.47","Admitted","Male","C"
"9.48","Admitted","Male","C"
"9.49","Admitted","Male","C"
"9.50","Admitted","Male","C"
"9.51","Admitted","Male","C"
"9.52","Admitted","Male","C"
"9.53","Admitted","Male","C"
"9.54","Admitted","Male","C"
"9.55","Admitted","Male","C"
"9.56","Admitted","Male","C"
"9.57","Admitted","Male","C"
"9.58","Admitted","Male","C"
"9.59","Admitted","Male","C"
"9.60","Admitted","Male","C"
"9.61","Admitted","Male","C"
"9.62","Admitted","Male","C"
"9.63","Admitted","Male","C"
"9.64","Admitted","Male","C"
"9.65","Admitted","Male","C"
"9.66","Admitted","Male","C"
"9.67","Admitted","Male","C"
"9.68","Admitted","Male","C"
"9.69","Admitted","Male","C"
"9.70","Admitted","Male","C"
"9.71","Admitted","Male","C"
"9.72","Admitted","Male","C"
"9.73","Admitted","Male","C"
"9.74","Admitted","Male","C"
"9.75","Admitted","Male","C"
"9.76","Admitted","Male","C"
"9.77","Admitted","Male","C"
"9.78","Admitted","Male","C"
"9.79","Admitted","Male","C"
"9.80","Admitted","Male","C"
"9.81","Admitted","Male","C"
"9.82","Admitted","Male","C"
"9.83","Admitted","Male","C"
"9.84","Admitted","Male","C"
"9.85","Admitted","Male","C"
"9.86","Admitted","Male","C"
"9.87","Admitted","Male","C"
"9.88","Admitted","Male","C"
"9.89","Admitted","Male","C"
"9.90","Admitted","Male","C"
"9.91","Admitted","Male","C"
"9.92","Admitted","Male","C"
"9.93","Admitted","Male","C"
"9.94","Admitted","Male","C"
"9.95","Admitted","Male","C"
"9.96","Admitted","Male","C"
"9.97","Admitted","Male","C"
"9.98","Admitted","Male","C"
"9.99","Admitted","Male","C"
"9.100","Admitted","Male","C"
"9.101","Admitted","Male","C"
"9.102","Admitted","Male","C"
"9.103","Admitted","Male","C"
"9.104","Admitted","Male","C"
"9.105","Admitted","Male","C"
"9.106","Admitted","Male","C"
"9.107","Admitted","Male","C"
"9.108","Admitted","Male","C"
"9.109","Admitted","Male","C"
"9.110","Admitted","Male","C"
"9.111","Admitted","Male","C"
"9.112","Admitted","Male","C"
"9.113","Admitted","Male","C"
"9.114","Admitted","Male","C"
"9.115","Admitted","Male","C"
"9.116","Admitted","Male","C"
"9.117","Admitted","Male","C"
"9.118","Admitted","Male","C"
"9.119","Admitted","Male","C"
"10","Rejected","Male","C"
"10.1","Rejected","Male","C"
"10.2","Rejected","Male","C"
"10.3","Rejected","Male","C"
"10.4","Rejected","Male","C"
"10.5","Rejected","Male","C"
"10.6","Rejected","Male","C"
"10.7","Rejected","Male","C"
"10.8","Rejected","Male","C"
"10.9","Rejected","Male","C"
"10.10","Rejected","Male","C"
"10.11","Rejected","Male","C"
"10.12","Rejected","Male","C"
"10.13","Rejected","Male","C"
"10.14","Rejected","Male","C"
"10.15","Rejected","Male","C"
"10.16","Rejected","Male","C"
"10.17","Rejected","Male","C"
"10.18","Rejected","Male","C"
"10.19","Rejected","Male","C"
"10.20","Rejected","Male","C"
"10.21","Rejected","Male","C"
"10.22","Rejected","Male","C"
"10.23","Rejected","Male","C"
"10.24","Rejected","Male","C"
"10.25","Rejected","Male","C"
"10.26","Rejected","Male","C"
"10.27","Rejected","Male","C"
"10.28","Rejected","Male","C"
"10.29","Rejected","Male","C"
"10.30","Rejected","Male","C"
"10.31","Rejected","Male","C"
"10.32","Rejected","Male","C"
"10.33","Rejected","Male","C"
"10.34","Rejected","Male","C"
"10.35","Rejected","Male","C"
"10.36","Rejected","Male","C"
"10.37","Rejected","Male","C"
"10.38","Rejected","Male","C"
"10.39","Rejected","Male","C"
"10.40","Rejected","Male","C"
"10.41","Rejected","Male","C"
"10.42","Rejected","Male","C"
"10.43","Rejected","Male","C"
"10.44","Rejected","Male","C"
"10.45","Rejected","Male","C"
"10.46","Rejected","Male","C"
"10.47","Rejected","Male","C"
"10.48","Rejected","Male","C"
"10.49","Rejected","Male","C"
"10.50","Rejected","Male","C"
"10.51","Rejected","Male","C"
"10.52","Rejected","Male","C"
"10.53","Rejected","Male","C"
"10.54","Rejected","Male","C"
"10.55","Rejected","Male","C"
"10.56","Rejected","Male","C"
"10.57","Rejected","Male","C"
"10.58","Rejected","Male","C"
"10.59","Rejected","Male","C"
"10.60","Rejected","Male","C"
"10.61","Rejected","Male","C"
"10.62","Rejected","Male","C"
"10.63","Rejected","Male","C"
"10.64","Rejected","Male","C"
"10.65","Rejected","Male","C"
"10.66","Rejected","Male","C"
"10.67","Rejected","Male","C"
"10.68","Rejected","Male","C"
"10.69","Rejected","Male","C"
"10.70","Rejected","Male","C"
"10.71","Rejected","Male","C"
"10.72","Rejected","Male","C"
"10.73","Rejected","Male","C"
"10.74","Rejected","Male","C"
"10.75","Rejected","Male","C"
"10.76","Rejected","Male","C"
"10.77","Rejected","Male","C"
"10.78","Rejected","Male","C"
"10.79","Rejected","Male","C"
"10.80","Rejected","Male","C"
"10.81","Rejected","Male","C"
"10.82","Rejected","Male","C"
"10.83","Rejected","Male","C"
"10.84","Rejected","Male","C"
"10.85","Rejected","Male","C"
"10.86","Rejected","Male","C"
"10.87","Rejected","Male","C"
"10.88","Rejected","Male","C"
"10.89","Rejected","Male","C"
"10.90","Rejected","Male","C"
"10.91","Rejected","Male","C"
"10.92","Rejected","Male","C"
"10.93","Rejected","Male","C"
"10.94","Rejected","Male","C"
"10.95","Rejected","Male","C"
"10.96","Rejected","Male","C"
"10.97","Rejected","Male","C"
"10.98","Rejected","Male","C"
"10.99","Rejected","Male","C"
"10.100","Rejected","Male","C"
"10.101","Rejected","Male","C"
"10.102","Rejected","Male","C"
"10.103","Rejected","Male","C"
"10.104","Rejected","Male","C"
"10.105","Rejected","Male","C"
"10.106","Rejected","Male","C"
"10.107","Rejected","Male","C"
"10.108","Rejected","Male","C"
